protein_name,subcellular_location,cellular_location,sequence_length
P83484,Mitochondrion,M,556
Q57VB1,Mitochondrion,S,475
P78860,Mitochondrion,U,218
Q8L733,Mitochondrion,U,393
Q567V2,Mitochondrion,M,206
P39925,Mitochondrion,M,761
O94410,Mitochondrion,U,186
P40502,Mitochondrion,M,157
Q01926,Mitochondrion,M,470
P0DKB7,Mitochondrion,U,326
P0DKB9,Mitochondrion,U,326
P0DKB8,Mitochondrion,U,326
P57744,Mitochondrion,M,87
O95202,Mitochondrion,M,739
O14464,Mitochondrion,U,93
Q8WWV3,Mitochondrion,U,396
Q9FMU6,Mitochondrion,M,375
Q9NWR8,Mitochondrion,M,336
P39102,Mitochondrion,M,459
O94242,Mitochondrion,U,611
Q9LVM1,Mitochondrion,M,728
P39210,Mitochondrion,M,176
O13850,Mitochondrion,U,250
Q05931,Mitochondrion,S,657
Q9Y3D5,Mitochondrion,U,142
Q9Y3D7,Mitochondrion,M,125
P83111,Mitochondrion,U,547
Q9UQX0,Mitochondrion,S,218
Q9Y3D2,Mitochondrion,U,182
P32493,Mitochondrion,U,518
E9P974,Mitochondrion,S,234
B2GV06,Mitochondrion,S,520
P93648,Mitochondrion,S,964
Q6Q560,Mitochondrion,U,94
Q9C909,Mitochondrion,U,289
O43075,Mitochondrion,U,293
Q9UTQ4,Mitochondrion,U,244
Q8TB37,Mitochondrion,U,319
F4JP46,Mitochondrion,U,328
P54861,Mitochondrion,M,757
P32198,Mitochondrion,M,773
Q9FN42,Mitochondrion,U,241
Q9ZR07,Mitochondrion,U,187
O96008,Mitochondrion,M,361
Q9Y7R8,Mitochondrion,S,341
Q944H5,Mitochondrion,M,413
P53239,Mitochondrion,M,316
O13698,Mitochondrion,U,318
P87108,Mitochondrion,M,93
Q9CAF9,Mitochondrion,U,184
Q9VKD7,Mitochondrion,M,253
Q9C6A1,Mitochondrion,U,445
P97564,Mitochondrion,M,828
F7VJQ1,Mitochondrion,M,73
O23240,Mitochondrion,U,559
Q7L5Y1,Mitochondrion,U,443
Q8BL03,Mitochondrion,M,306
Q12393,Mitochondrion,U,293
Q9JIX9,Mitochondrion,S,511
O43181,Mitochondrion,M,175
Q8R0N6,Mitochondrion,U,465
Q9CQP0,Mitochondrion,U,65
Q94C74,Mitochondrion,U,517
Q9HGM3,Mitochondrion,M,773
Q10073,Mitochondrion,M,211
Q1MTN7,Mitochondrion,U,957
O94647,Mitochondrion,U,461
A0A023PZB3,Mitochondrion,U,126
Q94CE5,Mitochondrion,U,504
Q06236,Mitochondrion,M,168
P36001,Mitochondrion,U,430
Q9Y5L4,Mitochondrion,M,95
Q9Z0J5,Mitochondrion,U,526
Q8W3L1,Mitochondrion,U,483
O35465,Mitochondrion,M,402
Q9P0U1,Mitochondrion,M,55
P08760,Mitochondrion,S,227
Q9HD23,Mitochondrion,M,443
Q03667,Mitochondrion,S,156
O94427,Mitochondrion,U,424
O74553,Mitochondrion,U,326
Q8WZM3,Mitochondrion,U,386
O42911,Mitochondrion,U,220
O42910,Mitochondrion,U,658
Q580X6,Mitochondrion,U,928
P40576,Mitochondrion,M,216
O77512,Mitochondrion,U,295
Q07540,Mitochondrion,S,174
P0DKM0,Mitochondrion,M,87
P56602,Mitochondrion,M,477
Q9C0N3,Mitochondrion,M,90
P70584,Mitochondrion,S,432
Q03201,Mitochondrion,U,203
O74956,Mitochondrion,U,152
Q3B7D0,Mitochondrion,S,443
Q9DCM2,Mitochondrion,U,226
P83291,Mitochondrion,U,328
Q5M729,Mitochondrion,S,539
Q9BT17,Mitochondrion,M,334
Q6IB77,Mitochondrion,U,296
Q58DH2,Mitochondrion,U,416
Q15388,Mitochondrion,M,145
P39006,Mitochondrion,U,500
Q9LQI7,Mitochondrion,U,227
Q3T040,Mitochondrion,U,242
Q8GWW8,Mitochondrion,U,456
Q9UTB1,Mitochondrion,M,113
Q9UTB2,Mitochondrion,S,479
P93655,Mitochondrion,S,940
O14092,Mitochondrion,S,558
Q38813,Mitochondrion,U,408
Q9YHT2,Mitochondrion,M,290
Q8IVS2,Mitochondrion,U,390
P58281,Mitochondrion,M,960
Q7Z6M4,Mitochondrion,U,381
Q8WV60,Mitochondrion,U,388
Q8RWN9,Mitochondrion,S,539
O60186,Mitochondrion,U,228
Q5HYK3,Mitochondrion,M,327
Q93ZM7,Mitochondrion,U,572
Q9GZY4,Mitochondrion,M,146
P25719,Mitochondrion,S,182
Q8RY99,Mitochondrion,U,389
F8WLE0,Mitochondrion,M,1034
Q9UTC6,Mitochondrion,S,192
P26284,Mitochondrion,S,390
Q94BZ7,Mitochondrion,U,732
O14874,Mitochondrion,S,412
O74858,Mitochondrion,U,531
P49367,Mitochondrion,U,693
P42834,Mitochondrion,M,146
Q84V22,Mitochondrion,M,453
Q9HGL5,Mitochondrion,U,299
Q8H107,Mitochondrion,U,464
O60168,Mitochondrion,M,230
O60169,Mitochondrion,U,218
P40961,Mitochondrion,M,287
O74439,Mitochondrion,M,300
Q9CZ42,Mitochondrion,U,343
Q12031,Mitochondrion,S,575
P40185,Mitochondrion,S,145
Q14318,Mitochondrion,M,412
Q6J4K2,Mitochondrion,M,584
P04803,Mitochondrion,S,379
P25578,Mitochondrion,U,521
P25573,Mitochondrion,M,417
Q96A46,Mitochondrion,M,364
O43089,Mitochondrion,U,103
Q6NKX1,Mitochondrion,U,476
Q9BW72,Mitochondrion,M,106
P49753,Mitochondrion,U,483
Q9NWQ9,Mitochondrion,U,140
Q7SBR3,Mitochondrion,M,86
P40364,Mitochondrion,M,252
P40360,Mitochondrion,U,574
P23833,Mitochondrion,M,295
Q2NL27,Mitochondrion,U,190
P38988,Mitochondrion,M,300
Q9HDZ3,Mitochondrion,U,182
O61016,Mitochondrion,S,151
P30405,Mitochondrion,S,207
Q06179,Mitochondrion,U,2628
Q1PCQ8,Mitochondrion,M,427
Q924D0,Mitochondrion,U,396
O94437,Mitochondrion,U,270
P07253,Mitochondrion,U,162
Q12287,Mitochondrion,S,69
Q9LIH6,Mitochondrion,U,330
Q9UR27,Mitochondrion,U,115
P38162,Mitochondrion,S,196
P38169,Mitochondrion,M,460
P51398,Mitochondrion,U,398
P40416,Mitochondrion,M,690
P16547,Mitochondrion,M,393
F4J2K2,Mitochondrion,M,625
P38297,Mitochondrion,M,855
B7ZMP1,Mitochondrion,U,506
Q9MAB6,Mitochondrion,S,163
Q9Z2Z7,Mitochondrion,U,553
Q10440,Mitochondrion,S,139
Q287T7,Mitochondrion,M,332
Q8R500,Mitochondrion,M,757
Q945M1,Mitochondrion,M,117
Q5ZLR5,Mitochondrion,M,272
Q5XKP0,Mitochondrion,M,118
Q9H0R6,Mitochondrion,U,528
O64530,Mitochondrion,U,379
Q8N4T8,Mitochondrion,S,237
Q8VZA5,Mitochondrion,U,447
P32904,Mitochondrion,U,214
Q68CK6,Mitochondrion,S,577
Q04401,Mitochondrion,S,133
Q5BKR2,Mitochondrion,M,547
Q8R216,Mitochondrion,S,333
A5WWC6,Mitochondrion,U,319
Q7YR75,Mitochondrion,U,198
P20115,Mitochondrion,S,474
F4IAT8,Mitochondrion,U,326
P32874,Mitochondrion,U,2273
P32875,Mitochondrion,U,414
Q9M5K3,Mitochondrion,S,507
Q9M5K2,Mitochondrion,S,507
P46637,Mitochondrion,U,342
O74826,Mitochondrion,M,216
Q05863,Mitochondrion,U,155
Q9SF33,Mitochondrion,M,112
O49460,Mitochondrion,M,288
Q5PQQ5,Mitochondrion,M,459
Q8N183,Mitochondrion,U,169
Q9C0U3,Mitochondrion,U,109
Q9BSH4,Mitochondrion,U,297
P32580,Mitochondrion,S,737
O14138,Mitochondrion,U,467
P54622,Mitochondrion,U,146
Q9LHE5,Mitochondrion,M,309
Q04623,Mitochondrion,U,453
F4JGP6,Mitochondrion,U,330
Q9TY83,Mitochondrion,S,130
Q9SX99,Mitochondrion,U,261
Q9TY84,Mitochondrion,S,130
Q6B860,Mitochondrion,U,128
P45880,Mitochondrion,M,294
Q9FJW4,Mitochondrion,M,154
P36775,Mitochondrion,S,1133
P36776,Mitochondrion,S,959
Q8N4H5,Mitochondrion,M,51
Q9FWR5,Mitochondrion,M,275
Q8W4E1,Mitochondrion,U,551
Q70CQ3,Mitochondrion,M,517
Q9Y7U3,Mitochondrion,M,209
Q5C9I9,Mitochondrion,U,265
P90520,Mitochondrion,U,1284
B2RZD2,Mitochondrion,M,229
P36112,Mitochondrion,M,540
O81235,Mitochondrion,S,231
Q9ZP06,Mitochondrion,S,341
Q8T133,Mitochondrion,U,808
P07257,Mitochondrion,M,368
O88867,Mitochondrion,M,478
Q12283,Mitochondrion,U,360
Q9YHT1,Mitochondrion,M,665
Q39055,Mitochondrion,S,390
Q9UJS0,Mitochondrion,M,675
Q9UT95,Mitochondrion,U,487
Q96DX5,Mitochondrion,U,294
Q9UT98,Mitochondrion,U,386
Q9D6Z0,Mitochondrion,S,221
O13691,Mitochondrion,U,162
P40086,Mitochondrion,M,486
Q8L3X9,Mitochondrion,U,461
P63030,Mitochondrion,M,109
O74394,Mitochondrion,U,55
P87238,Mitochondrion,U,215
P09950,Mitochondrion,S,548
Q8L765,Nucleus,U,407
Q21443,Nucleus,M,566
Q21446,Nucleus,U,539
Q03760,Nucleus,M,334
Q9H0E7,Nucleus,U,712
O60108,Nucleus,U,514
Q9GYU8,Nucleus,M,702
Q06106,Nucleus,U,887
F4IE66,Nucleus,U,717
Q24338,Nucleus,U,425
P48561,Nucleus,U,642
P35716,Nucleus,U,441
A8MQY1,Nucleus,M,473
P30183,Nucleus,U,428
P57081,Nucleus,U,412
Q6SKR5,Nucleus,U,228
Q57X81,Nucleus,U,1077
Q9NZL3,Nucleus,U,707
P38193,Nucleus,U,441
Q0VD86,Nucleus,U,236
Q9NW75,Nucleus,U,528
P69246,Nucleus,U,136
Q8N5F7,Nucleus,U,415
Q7TNK1,Nucleus,U,735
P34427,Nucleus,U,962
Q22795,Nucleus,U,242
Q9C552,Nucleus,U,753
Q8VYJ2,Nucleus,S,356
Q06587,Nucleus,U,406
Q9P3W1,Nucleus,U,434
Q8IMA8,Nucleus,U,1192
F4IZM8,Nucleus,U,1347
O95251,Nucleus,S,611
P40422,Nucleus,U,70
O74975,Nucleus,U,362
P40427,Nucleus,U,376
O74978,Nucleus,U,276
Q12837,Nucleus,U,409
O94355,Nucleus,U,240
Q4PSU4,Nucleus,U,264
P50222,Nucleus,U,304
O14232,Nucleus,U,1117
Q9XGP7,Nucleus,U,252
Q9VE86,Nucleus,U,353
Q5TD97,Nucleus,U,284
Q402E2,Nucleus,U,136
Q9UNA4,Nucleus,U,740
P33240,Nucleus,U,577
P28040,Nucleus,U,1405
Q09811,Nucleus,U,1328
P40553,Nucleus,U,215
Q96289,Nucleus,U,227
Q03532,Nucleus,U,505
Q09904,Nucleus,U,1159
Q680I0,Nucleus,U,623
O76021,Nucleus,U,490
Q9Y2U8,Nucleus,M,911
Q9Y2U9,Nucleus,U,406
Q96T60,Nucleus,U,521
Q38942,Nucleus,U,349
P47027,Nucleus,U,764
O14901,Nucleus,U,512
Q96T68,Nucleus,U,719
Q924W9,Nucleus,U,156
Q9LME6,Nucleus,U,524
O22921,Nucleus,U,393
Q9LME4,Nucleus,U,281
Q8H1D9,Nucleus,U,605
F4KBW6,Nucleus,U,1838
P40493,Nucleus,U,336
Q8VC33,Nucleus,M,217
Q6YUS3,Nucleus,U,552
Q08746,Nucleus,U,203
Q08747,Nucleus,U,228
Q8H1D4,Nucleus,U,355
Q9H0S4,Nucleus,U,455
G5EGD2,Nucleus,U,719
P01129,Nucleus,U,767
F4JRR5,Nucleus,U,421
Q61884,Nucleus,U,491
Q9M2K4,Nucleus,U,329
Q12481,Nucleus,U,300
Q9UGL1,Nucleus,U,1544
P08152,Nucleus,U,470
O13826,Nucleus,U,254
Q9NVP1,Nucleus,U,670
Q9NVP2,Nucleus,U,202
Q9SNB8,Nucleus,U,583
Q719H9,Nucleus,U,257
P62804,Nucleus,U,103
G5EEH9,Nucleus,U,1678
Q04437,Nucleus,U,629
Q92830,Nucleus,U,837
Q07980,Nucleus,U,695
Q9BXW9,Nucleus,U,1451
Q0GGX2,Nucleus,U,1363
Q6E2N3,Nucleus,U,1163
Q9QX27,Nucleus,U,1032
Q96KQ7,Nucleus,U,1210
O49255,Nucleus,U,268
Q9C0Z1,Nucleus,M,594
Q08561,Nucleus,U,116
O14236,Nucleus,U,537
Q8RWL4,Nucleus,S,349
Q9UTN4,Nucleus,U,509
Q9UTN6,Nucleus,U,1199
Q9H8H0,Nucleus,U,719
Q9Y812,Nucleus,U,120
Q9UTN3,Nucleus,U,684
Q7TS99,Nucleus,U,240
G5EEV2,Nucleus,U,4064
O13650,Nucleus,U,673
Q8NEM7,Nucleus,U,779
O82289,Nucleus,S,568
Q8BX46,Nucleus,U,964
O49595,Nucleus,U,178
Q04052,Nucleus,U,950
Q9FVQ1,Nucleus,U,557
Q13887,Nucleus,U,457
Q8BGD7,Nucleus,U,802
P46669,Nucleus,U,326
Q75GR5,Nucleus,U,281
P22276,Nucleus,U,1149
Q0IGK1,Nucleus,U,445
P32597,Nucleus,U,1359
O22703,Nucleus,U,292
O75943,Nucleus,U,681
Q9BYH8,Nucleus,U,718
B0YDH7,Nucleus,U,336
P21525,Nucleus,U,755
Q9H147,Nucleus,U,329
O13792,Nucleus,U,434
P17844,Nucleus,U,614
Q09761,Nucleus,U,699
Q6NRW3,Nucleus,U,199
Q9M2Z2,Nucleus,U,317
Q9UHF7,Nucleus,U,1281
O42666,Nucleus,U,243
Q8BKA3,Nucleus,U,608
Q24368,Nucleus,U,1027
P87137,Nucleus,U,929
Q13263,Nucleus,U,835
Q9UPN9,Nucleus,U,1127
P38751,Nucleus,U,150
P53632,Nucleus,U,584
P14164,Nucleus,U,731
Q8VWK4,Nucleus,U,300
Q90972,Nucleus,M,381
Q53HV7,Nucleus,U,270
Q9Y3Y2,Nucleus,S,248
Q0JBF0,Nucleus,U,266
P35398,Nucleus,U,523
O95411,Nucleus,U,115
Q9UK33,Nucleus,U,172
Q9LFE0,Nucleus,U,820
P10862,Nucleus,U,487
Q9UNX4,Nucleus,U,943
O75164,Nucleus,U,1064
Q9H211,Nucleus,U,546
Q96G21,Nucleus,U,291
Q9W2H9,Nucleus,U,541
Q9W0K4,Nucleus,U,1067
Q9SJN0,Nucleus,U,442
O60141,Nucleus,U,299
O60145,Nucleus,U,398
O62618,Nucleus,U,366
Q10021,Nucleus,U,208
Q68FY1,Nucleus,M,325
Q9LPI7,Nucleus,U,358
Q9M1J2,Nucleus,U,222
O74412,Nucleus,U,963
Q8H136,Nucleus,U,619
Q9LW29,Nucleus,U,575
O24591,Nucleus,U,307
Q8C7R7,Nucleus,U,927
B6HQ74,Nucleus,U,390
Q9P7B7,Nucleus,U,295
Q02721,Nucleus,U,264
D3GKW6,Nucleus,U,84
P40164,Nucleus,U,858
O48781,Nucleus,U,287
P07247,Nucleus,U,502
Q9SIV5,Nucleus,U,1773
Q12297,Nucleus,U,353
Q63623,Nucleus,S,1268
Q9D666,Nucleus,M,913
Q9SFV2,Nucleus,U,320
P07249,Nucleus,U,177
Q9SFV6,Nucleus,U,251
Q96RU7,Nucleus,U,358
Q10332,Nucleus,U,830
Q12049,Nucleus,U,470
Q6VMQ6,Nucleus,U,1270
O60356,Nucleus,U,82
Q8W1E3,Nucleus,U,298
P36632,Nucleus,U,614
Q9Z2D8,Nucleus,U,285
Q9Z2D6,Nucleus,U,484
Q9Z2D7,Nucleus,U,554
Q8GVE1,Nucleus,U,544
Q9LZW2,Nucleus,U,270
Q03615,Nucleus,U,305
Q9Y5A7,Nucleus,U,615
A8MPH9,Nucleus,U,722
Q9LUI3,Nucleus,U,695
O42877,Nucleus,U,230
A2RQG7,Nucleus,U,440
P46063,Nucleus,U,649
Q8L3Z8,Nucleus,U,483
O13801,Nucleus,U,604
P40096,Nucleus,U,142
Q6P6C2,Nucleus,U,394
P36120,Nucleus,U,742
P36121,Nucleus,U,282
Q9BQ15,Nucleus,U,211
Q16670,Nucleus,U,478
Q8NBT2,Nucleus,U,197
Q9P6L2,Nucleus,U,468
Q949T8,Nucleus,U,497
O59767,Nucleus,U,310
Q8TBE0,Nucleus,U,780
O35493,Nucleus,U,481
Q9JKX4,Nucleus,U,526
P53840,Nucleus,U,1238
O94640,Nucleus,U,475
O74365,Nucleus,U,865
Q03188,Nucleus,U,943
P40541,Nucleus,U,1150
P39964,Nucleus,U,757
P06700,Nucleus,U,562
P48552,Nucleus,U,1158
P38282,Nucleus,U,291
Q24573,Nucleus,U,911
Q24572,Nucleus,U,430
P17032,Nucleus,U,561
Q940D0,Nucleus,U,690
Q9NZM5,Nucleus,U,478
Q96QT6,Nucleus,U,1004
P19263,Nucleus,U,1082
O95935,Nucleus,U,607
Q8NHW3,Nucleus,U,353
Q12788,Nucleus,U,808
Q6AYJ4,Nucleus,U,593
Q6NLQ6,Nucleus,M,538
Q8BPP1,Nucleus,U,359
Q03989,Nucleus,U,594
Q05022,Nucleus,U,1729
Q9C5Q2,Nucleus,U,262
Q8GY61,Nucleus,U,335
O43148,Nucleus,U,476
Q8L773,Nucleus,S,244
P30776,Nucleus,U,628
Q9C5Q8,Nucleus,U,942
Q8QGC4,Nucleus,U,347
Q8BIQ5,Nucleus,U,580
P45818,Nucleus,U,564
O04682,Nucleus,U,248
Q9P7J7,Nucleus,U,437
O74968,Nucleus,U,249
Q8S8M9,Nucleus,U,256
O88665,Nucleus,U,651
O35160,Nucleus,U,302
P49793,Nucleus,M,1816
P49792,Nucleus,M,3224
A4FVR1,Nucleus,U,575
A6H8Y1,Nucleus,U,2624
P26686,Nucleus,U,376
Q9H7L9,Nucleus,U,328
Q8VE42,Nucleus,U,238
F4JJ23,Nucleus,U,255
Q9DB00,Nucleus,U,2260
Q20497,Nucleus,U,3498
O76039,Nucleus,U,1030
Q14BK3,Nucleus,U,207
Q5VUG0,Nucleus,U,894
P19793,Nucleus,U,462
Q9P7X2,Nucleus,U,533
Q03525,Nucleus,U,211
Q8ST83,Nucleus,U,520
P27900,Nucleus,U,228
O14338,Nucleus,U,891
Q9LVQ7,Nucleus,U,500
Q569M3,Nucleus,U,150
Q91VN1,Nucleus,U,368
O15084,Nucleus,S,1053
P58501,Nucleus,U,919
I6PL68,Nucleus,U,304
P59054,Nucleus,U,583
Q12464,Nucleus,S,471
Q8CF90,Nucleus,U,359
P39706,Nucleus,U,426
Q8LA53,Nucleus,U,272
Q8LL04,Nucleus,U,1241
Q9DE14,Nucleus,U,2654
Q08170,Nucleus,U,494
Q9C0J8,Nucleus,U,1336
Q402E1,Nucleus,U,136
Q8IY18,Nucleus,U,1101
Q92731,Nucleus,U,530
Q92733,Nucleus,U,491
O13862,Nucleus,U,478
Q99MR0,Nucleus,U,426
Q6Q547,Nucleus,U,58
Q8BGW1,Nucleus,U,502
O14207,Nucleus,U,1888
Q8BGW5,Nucleus,U,198
Q6PDM1,Nucleus,U,616
Q70GP4,Nucleus,U,1148
P20134,Nucleus,U,766
Q3UB74,Nucleus,U,406
Q9U281,Nucleus,U,136
Q92021,Nucleus,U,609
Q9UTM1,Nucleus,U,112
Q9FGR0,Nucleus,U,1442
Q92353,Nucleus,U,468
Q99675,Nucleus,U,332
Q9FL26,Nucleus,U,326
Q8IYD8,Nucleus,U,2048
P0DI83,Nucleus,U,198
Q9C0W2,Nucleus,U,1201
Q01560,Nucleus,U,414
B3EWF7,Nucleus,U,344
Q9UUE4,Nucleus,U,432
O81127,Nucleus,U,187
P53734,Nucleus,U,629
Q04048,Nucleus,U,859
Q8VYW1,Nucleus,U,741
Q95Y80,Nucleus,U,853
Q9FKA9,Nucleus,U,173
Q9FKA7,Nucleus,U,617
P97343,Nucleus,U,419
P20009,Nucleus,U,327
Q9I9A7,Nucleus,U,617
P27694,Nucleus,U,616
Q09719,Nucleus,U,848
P46013,Nucleus,U,3256
Q9BTC8,Nucleus,U,594
Q11184,Nucleus,M,425
Q9H7Z6,Nucleus,U,458
P42777,Nucleus,U,270
Q9BSD3,Nucleus,U,238
Q9Z2A6,Nucleus,U,547
A4LBC0,Nucleus,U,402
Q8C5S7,Nucleus,U,591
Q14814,Nucleus,U,521
Q10LF7,Nucleus,U,535
O43781,Nucleus,U,588
Q8JFY9,Nucleus,U,292
Q9NRG9,Nucleus,U,546
Q13133,Nucleus,U,447
Q15843,Nucleus,U,81
P15436,Nucleus,U,1097
Q54HI5,Nucleus,M,716
Q27934,Nucleus,U,400
P52272,Nucleus,U,730
Q9H4Q4,Nucleus,U,367
Q04603,Nucleus,U,196
O17966,Nucleus,U,806
Q9C895,Nucleus,U,900
Q9SSE9,Nucleus,U,1027
P27476,Nucleus,U,414
Q04305,Nucleus,U,513
Q9WU01,Nucleus,U,349
Q99MD8,Nucleus,U,610
Q8VHV7,Nucleus,S,449
Q8K202,Nucleus,U,482
Q4G338,Nucleus,U,324
Q5SY16,Nucleus,U,702
Q944Q0,Nucleus,U,563
P47149,Nucleus,U,201
Q9SSW2,Nucleus,U,273
Q9SSW1,Nucleus,U,245
Q9SSW0,Nucleus,U,193
Q9UHJ3,Nucleus,U,866
Q5BBX1,Nucleus,U,430
Q5AK51,Nucleus,U,714
Q924W6,Nucleus,U,1242
Q9BWT3,Nucleus,U,736
Q04049,Nucleus,U,632
P26659,Nucleus,U,772
O82166,Nucleus,S,285
O13768,Nucleus,U,804
Q14004,Nucleus,U,1512
Q94C32,Nucleus,U,320
O77932,Nucleus,U,396
Q9H3P2,Nucleus,U,528
Q9JI13,Nucleus,U,469
P20823,Nucleus,U,631
Q96BU1,Nucleus,U,408
Q8R515,Nucleus,U,873
P48412,Nucleus,U,387
Q09511,Nucleus,U,196
Q8W127,Nucleus,U,618
O43290,Nucleus,U,800
Q08182,Nucleus,U,245
Q9PRJ8,Nucleus,U,352
O43325,Nucleus,U,122
P40154,Nucleus,U,320
P0DJD4,Nucleus,U,496
Q9LXV2,Nucleus,U,280
P31942,Nucleus,U,346
Q13351,Nucleus,U,362
Q9UHK0,Nucleus,U,495
Q9FMY5,Nucleus,U,283
Q96KF2,Nucleus,U,57
Q9Y5P8,Nucleus,U,575
Q9SWG3,Nucleus,U,827
Q93ZV7,Nucleus,S,433
F4JEP5,Nucleus,U,807
Q6PL18,Nucleus,U,1390
Q9BSV6,Nucleus,U,310
Q96MF7,Nucleus,U,247
Q9LSE2,Nucleus,U,494
Q3TZX8,Nucleus,U,714
Q9LZP8,Nucleus,U,146
Q99PT3,Nucleus,U,375
O74777,Nucleus,U,327
P36629,Nucleus,U,517
Q8RWV8,Nucleus,U,442
E9PZM4,Nucleus,U,1827
Q9Y2K7,Nucleus,S,1162
Q9BY27,Nucleus,U,220
P47822,Nucleus,U,140
Q9HDY5,Nucleus,U,294
Q9Y5B9,Nucleus,U,1047
O42860,Nucleus,U,320
Q9ULI0,Nucleus,U,1458
P89105,Nucleus,S,1077
O59773,Nucleus,U,994
Q06344,Nucleus,U,628
P42284,Nucleus,U,549
Q9NX01,Nucleus,U,149
Q32SG6,Nucleus,U,964
Q9FN69,Nucleus,U,637
Q6S7F2,Nucleus,U,904
Q9JJ48,Nucleus,U,305
Q9P6M0,Nucleus,U,419
O13829,Nucleus,U,261
Q32SG5,Nucleus,U,616
Q03427,Nucleus,U,621
Q67EU8,Nucleus,U,340
O35484,Nucleus,U,448
O74350,Nucleus,U,299
Q6DGH9,Nucleus,U,315
Q558Z2,Nucleus,M,905
Q9HC52,Nucleus,U,389
Q9C086,Nucleus,U,356
P37398,Nucleus,U,727
Q9LIE5,Nucleus,U,839
P20484,Nucleus,M,414
Q63ZV0,Nucleus,U,521
Q9SGD1,Nucleus,U,337
O95751,Nucleus,U,146
P38772,Nucleus,U,366
P38770,Nucleus,M,471
Q6TRW4,Nucleus,U,1447
P38779,Nucleus,U,376
Q8NHV9,Nucleus,U,184
P32914,Nucleus,U,102
Q9NW13,Nucleus,U,759
Q8NCE0,Nucleus,U,465
Q2HNT2,Nucleus,U,1078
Q06631,Nucleus,U,534
S0DQI7,Nucleus,U,316
P38159,Nucleus,U,391
Q68DK7,Nucleus,U,614
P10588,Nucleus,U,404
Q84Y18,Nucleus,U,332
Q84J70,Nucleus,U,223
A4GSN8,Nucleus,M,2093
P48437,Nucleus,U,737
P78963,Nucleus,U,645
Q9WUH2,Nucleus,U,397
Q12504,Nucleus,U,494
Q5ZPV8,Nucleus,U,381
P48432,Nucleus,U,319
O04211,Nucleus,U,111
Q12211,Nucleus,U,544
O70299,Nucleus,U,359
P84634,Nucleus,U,1702
Q5THR3,Nucleus,U,1501
Q9USQ1,Nucleus,U,960
Q08619,Nucleus,U,425
Q9M548,Nucleus,S,626
Q9USQ4,Nucleus,U,396
Q08963,Nucleus,U,238
O13874,Nucleus,U,528
Q9XIF2,Nucleus,U,988
Q9R1Q2,Nucleus,S,527
Q8L7U5,Nucleus,U,881
Q9C5G0,Nucleus,U,367
Q9P7G6,Nucleus,U,566
Q9XUB3,Nucleus,U,781
Q9P7G0,Nucleus,U,707
Q60641,Nucleus,U,488
Q10424,Nucleus,U,330
Q9W420,Nucleus,U,1831
P78364,Nucleus,U,1004
O80683,Nucleus,U,238
O14325,Nucleus,U,779
Q9UJ98,Nucleus,U,1225
Q9SNB4,Nucleus,U,323
Q20646,Nucleus,U,644
Q9ERR2,Nucleus,U,224
Q61464,Nucleus,U,1960
P47006,Nucleus,U,233
O74828,Nucleus,U,682
Q9SN22,Nucleus,U,410
Q06168,Nucleus,U,426
Q9LTJ1,Nucleus,U,225
P29467,Nucleus,U,408
Q8CHP0,Nucleus,U,950
Q8BP27,Nucleus,U,319
Q9HFE6,Nucleus,U,478
Q924C5,Nucleus,U,1678
Q9S709,Nucleus,U,296
Q9UKL0,Nucleus,U,482
Q10422,Nucleus,U,297
Q9W415,Nucleus,U,424
P92189,Nucleus,U,321
P53034,Nucleus,U,331
O76460,Nucleus,U,784
Q9FGW9,Nucleus,U,1061
Q9NVV9,Nucleus,S,213
Q8N205,Nucleus,M,404
Q8GUC3,Nucleus,U,350
O81488,Nucleus,U,255
Q9VRP5,Nucleus,U,1038
P18616,Nucleus,U,1839
Q9FGW5,Nucleus,U,612
P83369,Nucleus,U,360
O14210,Nucleus,U,295
Q8GYF7,Nucleus,U,377
Q8IVW6,Nucleus,U,561
Q9FYG2,Nucleus,U,1016
Q8LGH4,Nucleus,U,792
P17917,Nucleus,U,260
Q8TCJ0,Nucleus,U,367
Q9ZWJ9,Nucleus,U,664
Q9C516,Nucleus,U,848
P32841,Nucleus,U,428
Q9FMG4,Nucleus,U,303
Q9BZE4,Nucleus,U,634
Q9Y4E5,Nucleus,S,1061
Q9UKX7,Nucleus,M,468
Q8N9N5,Nucleus,U,519
O49459,Nucleus,U,305
Q99848,Nucleus,U,306
Q9C950,Nucleus,U,643
Q92349,Nucleus,U,1318
Q9SCJ9,Nucleus,U,1067
O13971,Nucleus,U,775
Q8NCN2,Nucleus,U,500
Q9Y6I4,Nucleus,U,520
P23204,Nucleus,U,468
F4JN26,Nucleus,U,1155
Q75RY2,Nucleus,U,492
Q06945,Nucleus,U,474
Q8T940,Nucleus,U,253
Q6UB99,Nucleus,U,2663
Q6UB98,Nucleus,U,2062
Q6VWJ6,Nucleus,U,573
Q26635,Nucleus,U,354
Q9H981,Nucleus,U,624
O60055,Nucleus,U,2493
O13803,Nucleus,U,601
O13802,Nucleus,U,333
P01106,Nucleus,S,439
O13807,Nucleus,U,1072
P61218,Nucleus,U,127
P68400,Nucleus,U,391
Q9FML2,Nucleus,U,471
Q7TSH3,Nucleus,U,1157
Q80ZQ9,Nucleus,U,193
P22087,Nucleus,U,321
Q15554,Nucleus,U,542
Q96RE9,Nucleus,U,604
Q93ZG9,Nucleus,U,477
